pelicula,genero,duracion,fecha_estreno,reparto_principal,calificacion,fecha_resena,contenido_resena,sentimiento
52. Érase una vez en el oeste,N/A,Tiempo de ejecución,1968,"Henry Fonda, Charles Bronson, Claudia Cardinale",10,20 ene 2016,This is my fav film. It is more like watching a piece of art. The look is fantastic. The director does a perfect job. The acting is wonderful. The story is not the strongest ever but it should be watched to experience it. If your a film lover you can't fail but admire this film.Charles Bronson is the perfect broody loner. Henry Fonda surprises everyone by giving a strong performance as a bad guy. The close up of his eyes is stunning. The camera work and close ups have never been done better. The music is as good as anything you will find in a movie. Throw in the scenes when you first see Henry Fonda. The scene at the railway station which the water dripping on the hat. The sound of the spinning water tower. To me the closet movie to ART i have ever seen and i have seen a lot of films.,0.39166666666666666
52. Érase una vez en el oeste,N/A,Tiempo de ejecución,1968,"Henry Fonda, Charles Bronson, Claudia Cardinale",10,23 dic 2013,"This one only gets better with each viewing. Leone's masterful storytelling and Morricone's crazy, beautiful, epic soundtrack; desperate, haunted faces which look like the barren landscapes the story is set in and a plot that unfolds with impeccable pacing to culminate in THE ultimate western finale.

As in Leone's previous films, music isn't just used to add to the atmosphere but is essential to the story, or perhaps even more: Morricone's main musical theme plays the actual role of a (or rather: the) protagonist in the film.

Anyone who thought that the so called ""Spaghetti westerns"" were nothing but cheap, violent B-movies had to reconsider after seeing this film. It doesn't get any better than this: this is movie history; iconic, classic, unforgettable, epic. For this film, I just run out of superlatives.

My vote: 10 out of 10

Favorite films: http://www.IMDb.com/list/mkjOKvqlSBs/

Lesser-known Masterpieces: http://www.imdb.com/list/ls070242495/

Favorite Low-Budget and B-movies: http://www.imdb.com/list/ls054808375/

Favorite TV-Shows reviewed: http://www.imdb.com/list/ls075552387/",0.21794871794871792
52. Érase una vez en el oeste,N/A,Tiempo de ejecución,1968,"Henry Fonda, Charles Bronson, Claudia Cardinale",10,22 jun 2002,"I can't quite find the words to even come close to describing the pure brilliance of this movie. When this movie was made, the western genre was dominated by the big hollywood studios. The western was taken by these studios and transformed into an opportunity to portray classic superheroes like John Wayne and Burt Lancaster in their fight against all sorts of smalltime crooks and outlaws in smalltime stories and smalltime towns. It was a genuine effort to portray 'Americanism', the American Way, along with a romanticised view of the west as 'Frontier country' where good always triumphed over bad and where the life was hard but honest. It was the American Way.

And then came this film. The title, 'Once Upon A Time In The West' must have seemed to mean nothing more than 'just another western' to the unexpecting viewers at the time. Oh boy were they wrong. With this movie, Sergio Leone singlehandedly redefined the western genre and no American western would ever match the brilliant spirit in which it was made. While the story is basically the same as in any other western, it is the WAY in which it is presented that so clearly distances this western from others. Whereas other westerns are simply stories that are designed to entertain, this movie is an emotional masterpiece that will move your heart. Sergio Leone takes the ordinary western and replaces words with looks, and conversations with feelings and emotions. With his brutal but honest portrayal of the sheer hardness of life and death in those times he thoroughly destroys the old romantic idea of the west as a 'generally-hunky-dory-kind-of-scene with the occasional bad guy and indian' and replaces it with an eerie, dark, hot and dry place where life is cheap and only the strongest will survive.

I cannot adequately convey in words the way in which Sergio Leone deepens and defines the characters by pure means of visual persuasion. It starts with the three gunman in the beginning of the movie, waiting for some reason at a train station for someone or something that obviously is going to be on the next train. No explanation, no conversation; not a word is said. Even the stationmaster is ushered into captivity without a single audible threat. Then comes the waiting... Any other director would have skipped directly to the moment of arrival, but Sergio Leone takes minutes of boredom and translates it into a visual feast, deepening the characters that are portrayed and making them more human, more real to the viewer, while at the same time encompassing us with a deep dark sense of foreboding. This way in which the story is not just augmented but in times completely replaced by the sheer visual drama, is perfected by the absolute fantastic music, directed by Ennio Morricone. Who needs words and explanations when the combined forces of cinematic mastery and heart-tearing music are not just able to carry the story, but pick it up and push it up to such heights of excellence that it has no equal in it's genre?

Another great feat that adds to the power of this movie is the minimalistic way of portrayal of the characters as real, emotional people. Not a single word is said that isn't required for the understanding of the story, yet the characters feel more true than those in movies where whole conversations are added merely to explain their motives. Instead of words, the camera focuses on the characters...so that you can simply read the emotion off their faces. Often no explanation is given other than than a mere facial expression. No superheroes or supercriminals, just real, desire-laden, traumatised, obsessed people that act upon motives inherently understood by the viewer.

All in all this is without a single doubt in my mind the greatest western of all times, and even though Sergio Leone has made many more mindblowing, heart-shattering westerns like this one, like 'A Fistful of Dynamite', 'The Good The Bad and The Ugly', and 'For a Few Dollars More', none could equal 'Once Upon A Time In The West' in sheer magnitude of perfection. Western has never been the same since....

I only wish I'd have been there in 1969 when the movie was new and see it, for the first time with fresh innocent eyes and an unexpecting mind..just like 2001: A Space Odyssey (also of 1969, a year of legends).

A tip for those who have never seen this movie: Bribe, beg, borrow, or steal yourself into possession of a Videobeam and Hifi-audio equipment if you can't find a cinema that is showing this movie. Turn the audio up WAY HIGH (never mind the neighbors) and prepare never to be the same again.........

I (obviously) gave this movie a 10 because no matter how hard I try I can't find anything less than perfect about it.",0.0652228824634485
52. Érase una vez en el oeste,N/A,Tiempo de ejecución,1968,"Henry Fonda, Charles Bronson, Claudia Cardinale",10,28 jun 2019,"The slower pace is what makes this movie unique. The attention given to detail in terms of facial expressions, scenery, symbolism, and an operatic type musical score is what sets this move apart from other westerns. After seeing John Wick 3, I can honestly say that I long for less action and more substance. There is something to be said about the old ways. If you haven't seen this movie, give it a shot. It will be worth the 2 hours and 45 minutes.",0.1484848484848485
52. Érase una vez en el oeste,N/A,Tiempo de ejecución,1968,"Henry Fonda, Charles Bronson, Claudia Cardinale",N/A,25 jul 1999,"Thank god that I'm a Bronson fan. This was my first Leone movie, and dumb kid that I was, I actually watched it thinking I was in for a typical Bronson ""vehicle""! Looking back I'm thankful, because if it wasn't for his involvement, I would never have discovered the beauty and majesty that is Once Upon a Time in the West.

I absolutely love this movie. It's probably my all time favourite, certainly one of the few that I can watch OVER and OVER again without losing interest. I love the way Leone creates intrigue and mystery around what is a relatively thin plot. He can make even the smallest twist of fate seem like an epic turn of events, with that amazing sense of revelation that he generates out of old hackneyed situations (something Argento has since picked up). Leone proves in this film that he could seemingly take anyone, even peripheral characters, and give them screen charisma without using dialogue as a crutch.

OUATITW features the most tense two man stand-offs ever, with some serious deja-vu in the direction of his ""Dollars"" trilogy. In fact, it does feel like those three movies were warm ups, practice sessions in the build up to OUATITW. Here though, he perfected everything; despite the long running time, it's all focused, and without a single irrelevant scene. For me, the two hours plus just fly by, I wish it would never end. Leone was without question at his artistic peak when he made this, that's not to say that he went downhill from then on, but I honestly don't think he ever did another film where everything came together so perfectly.

The cast is flawless. Fonda eclipsed every good guy he ever did in one fell swoop, truly chilling. Robards is a great comic character, the lovable rogue with an edge. And Cardinale is more than just (incredible) window dressing; she switches between passionate, angry, delicate and sentimental at all the right moments.

Which leaves the hero; I'm a huge Eastwood fan, but I honestly don't believe he could have done the role justice. His ""man with no name"" was a cool, sly character with hidden complexities. Eastwood always does these layered personalities, with some kind of mental baggage. Bronson, on the other hand, mostly does himself; simple, uncomplicated figures with only one state of mind, that's why he's put in so many revenge flicks. Plus, he looks like he's been seriously wronged at some point in his life, Eastwood doesn't have that quality. Bronson is the genuine hard-as-nails article. You can readily imagine that, had he been born decades earlier and been put in the same situation, he would resolve the problem in much the same way as his character in the movie (sometimes I affectionately refer to this movie as Deathwish part 0- could Harmonica be the great granddaddy of Paul Kersey?).

Of course the other great contribution is the music. I still think that the main theme is one of the most breathtaking pieces of music I have ever heard. It affects me deeply whenever I hear it, regardless of the mood I'm in. Maybe I should listen to more opera or something, I don't know, but that's the way I feel. And the individual character themes are just so well integrated into the film, it's unbelievable. Leone replaces words with music, and it conveys so much more in return. Bronson just plays that melancholy tune on the harmonica instead of answering people back, it consistently cracks me up.

High Noon, Naked Spur, Shane, The Searchers, etc. are all classics of the genre, but I really don't think it's possible to compare those ""traditional"" westerns with OUATITW. For me, it exists on a plane of it's own, it's the kind of film experience that you let wash over you, a waking dream. I recommend this movie to anyone, if you're on the right wavelength you'll be greatly rewarded.",0.21890109890109885
53. Django sin cadenas,N/A,Tiempo de ejecución,2012,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio",8,12 jul 2020,N/A,0.0
53. Django sin cadenas,N/A,Tiempo de ejecución,2012,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio",9,23 ago 2013,"Dr. King Schultz (Christoph Waltz) is a bounty hunter. To identify his next catch, he tries to purchase Django (Jamie Foxx). Thing go all wrong Tarantino style. The two become friends and Dr Schultz decide on a plan to free Django's wife Broomhilda (Kerry Washington) from a notorious plantation owner Calvin Candie (Leonardo DiCaprio).

This is Quentin Tarantino all the way. His style has become as unique & original as they come. There is no mistaking it for another. It's the music, the violence, the visuals, the black humor, and the subject matter. This is all Tarantino. If there is one complain, it's the double climax. While I understand the need for a happy Hollywood ending, it would have been better to have 1 big gun fight and just finish with it. Not that big of a deal. Certainly it's still a great film.",0.16873015873015873
53. Django sin cadenas,N/A,Tiempo de ejecución,2012,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio",10,15 jun 2020,N/A,0.0
53. Django sin cadenas,N/A,Tiempo de ejecución,2012,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio",10,7 ene 2023,"A German bounty hunter flees a Slave, Django, and the pair embark on a mission to find Django's wife.

As soon as I heard Luis Bacalov's Django, I was hooked.

This remains my favourite Tarantino film, and let's be fair there are many classics in that particular catalogue.

Django is equal parts shocking, entertaining, dramatic, bold, funny and original, to this day no other film exists that is remotely similar. It's a western, action packed love story, it really is a one off.

Three hours passed by effortlessly, it's one of those films where I wasn't aware of time passing by, I was engrossed and absorbed into it.

Some of the humour is hilarious, and in the context of the film works to perfection, the humour is as good, as the violence and misery of slavery are guy wrenching.

The music is absolutely wonderful, the perfect soundtrack accompanies this great film. Indeed the whole production is exemplary, it's a skilfully crafted film, the visuals are jaw dropping, it's very skillfully put together, with costumes, sets and lighting all on point, with the unbelievable staging as well.

Now I am sometimes quick to highlight who stands out in a film or TV series, but how can you do that here, every single performance is on point, Waltz, Foxx, DiCaprio, Jackson, I honestly don't think it gets better than this assembly of greats.

It's no wonder it gave us so many memes, who hasn't seen this masterpiece. If you haven't grab your remote, and improve your day.

10/10.",0.2641233766233766
53. Django sin cadenas,N/A,Tiempo de ejecución,2012,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio",10,24 abr 2021,"Jango (D is silence) is just one of those movie you can watch every year and it never gets old.

It's also the origin of those Di Caprio memes you saw online, so you know is good.

Also Christoph Waltz stole the show here and made me discover all other his movies.",0.22499999999999998
53. Django sin cadenas,N/A,Tiempo de ejecución,2012,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio",10,14 nov 2020,"This is a movie that wouldn't work with every other director other than Tarantino. Just like all of his movies, film making top tier. Every aspect of this film is amazing",0.21250000000000002
53. Django sin cadenas,N/A,Tiempo de ejecución,2012,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio",10,18 dic 2020,"(Jamie Fox, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Walton Goggins, James Remar, Don Johnson, Bruce Dern & Samuel L. Jackson)

Set in the Wild West in Texas in 1858, a former dentist turned bounty hunter named Schultz stumbles upon the Speck Brothers who are in transit moving slaves they own. Schultz gets to talking with a slave named Django inquiring if he's heard of the Brittle brothers, upon affirmation of such information Schultz proceeds to purchase Django if he helps him locate and take care of the brothers than he would grant Django his freedom along with a horse and $75. Schultz then takes Django under his wing training him the ways of the bounty hunter and he becomes his deputy. After successfully tracking and taking out the Brittle Brothers and many other targets over the winter Django tells Schultz his story of how he and his wife attempted to escape their former owner and then were sold separately, and how he would like to use that reward to purchase his wife back. They discover the location of a Mississippi plantation where Broomhilda, his wife , was sold. They learn the ruthless Calvin Candie Von Shaft is the new owner and they now know that a scheme needs to be plotted to successfully purchase Broomhilda without raising suspicion that she was the target all along.

For a nearly three hour movie it certainly doesn't feel that way as the film is so action packed that it'll keep you on your toes the entire duration of the film. A beautifully produced piece of film that stacks up with every other great Tarantino film, it just fits the mold so perfectly. Well developed characters and a unique story like none other. So much originality has been missing in westerns i feel like this one fueled the next decade of great westerns that have been released. This long list of actors in this film is quite extraordinary as there was even more great actors i could have listed. The soundtrack is absolutely phenomenal and I'll admit i listen to this frequently it just fit the film perfect. The dialog was written so nicely creating some iconic scenes. Anyone who truly loves film can not get enough of this Tarantino masterpiece.",0.275894281157439
53. Django sin cadenas,N/A,Tiempo de ejecución,2012,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio",9,15 oct 2020,"Django Unchained is a 2012 Hollywood movie depicting the story of a former slave turned freeman who just wants to get his wife back. He will stop at nothing to unite with his wife.

A brilliant masterpiece of a movie. The gut-wrenching way in which slavery in past-America is depicted is simply awe-inspiring. Quentin Tarantino goes all out to show the viewers what slavery was like in those days.

Every character in the movie were aptly cast and put on a splendid show. Every scene with Jamie Foxx and Christoph Waltz is memorable and impressionable.

All in all, this is a Tarantino movie. So, you gotta watch it. A revenge story so good that it will stir up your insides!",0.4342592592592593
53. Django sin cadenas,N/A,Tiempo de ejecución,2012,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio",N/A,23 ene 2013,"Quentin Tarantino, one of the most iconic directors of the 21st (and late 20th) century, why? Simple. Because of masterpieces like this. Tarantino defies the laws of film, he shoots them in his own way, however he wants. Tarantino has always focused upon the action thriller genre from Reservoir Dogs up until Inglourious Basterds. However, Django Unchained is Tarantino's first look at the Western genre, his first attempt at it and he executed it beautifully. The scenes were shot perfectly alongside an amazing soundtrack as well as his own small cameo.

Django Unchained tells the story of Django (Jamie Foxx), a slave who is soon picked up by bounty hunter Dr King Shultz (Christoph Waltz). The story follows on as Shultz takes on Django as his ""deputy"" during their tasks of bounty hunting, in return Shultz says that after winter he will help find Django's lost wife, Broomhilda. This takes them to a huge plantation in Mississippi owned by Calvin Candie (Leonardo DiCaprio), from here they plan up a scheme on how to get away with Broombilda.

The cast boast out amazing performances, particularly Christoph Waltz (also famous for his previous collaboration with Tarantino on Inglourious Bastards as Colonel Landa). Both Foxx and DiCaprio's performance are both equally amazing. All three are able to add some light-hearted humour in the mix to make sure it doesn't stay too serious, as well as having comic actor Jonah Hill play a member of the KKK.

There's a reason the film has been nominated for 5 Oscars.",0.3005952380952381
53. Django sin cadenas,N/A,Tiempo de ejecución,2012,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio",7,15 jul 2015,"Interesting plot, story and events. Above average soundtrack and good actors who are really amiable and suitable. Excellent photography and directing of the movie. Holds excellent messages though many things need to be clearer. Just enough comedy to be mixed with drama. Sequence of events is good to very good but could've been much better. The movie was very good and had just the perfect amount of western style inclusion but for most people I think they expected more in addition to the amount of drama. The movie showed how crucial the slavery of black people was but didn't show how crucial it was for the other blacks (other than him and his wife and couple of others) and this was very disappointing taking into consideration how long the movie was. I think the movie should've been also count as a drama and an action. Overall, the movie was very good and fun to watch and sophisticated in a way, plus it was just enough western and drama that will not make you depressed. Rating: 7.125/10 Final rating percentage: 71%",0.2795238095238096
54. Luces de la ciudad,N/A,Tiempo de ejecución,1931,"Charles Chaplin, Virginia Cherrill, Florence Lee",9,18 abr 2008,"Once again Chaplin plays his famous creation, the beloved Tramp The noble Little Fellow meets and falls in love with a blind flower girl She assumes he is wealthy man and offers him a flower, which he attentively accepts with his last penny

One night by chance he rescues a drunken millionaire from drowning The rich gentleman becomes a generous friend when drunk but doesn't recognize the tramp when sober Chaplin takes the blind girl under his wing, and takes flight with the millionaire's money to cure her blindness

""City Lights"" engaged a true genius in a graceful and touching performance which arouses profound feelings and joy with great simplicity of style and tragic tale Each scene was the result of hard-working detail and planning",0.19354166666666667
54. Luces de la ciudad,N/A,Tiempo de ejecución,1931,"Charles Chaplin, Virginia Cherrill, Florence Lee",9,14 jul 2007,"I always thought this was one of Charlie Chaplin's nicest, most under-appreciated silent movie gems. Then I discovered it really wasn't underrated; it's rated very high on most critics' lists. It may be that I usually hear about some of his other movies than I do this one.

Part of the reason I think so highly of this is simply that I'm a sentimentalist and story in this film is a very touching one. It's a romance between Charlie's tramp character (no name) and a blind girl, who also had no name in this film. Virginia Cherill, who played the blind woman and had a wholesome, pretty face which I found very attractive.

I'm not always a huge fan of pantomime except for some great comedians of the era like Chaplin, Harold Lloyd and Buster Keaton, but Chaplin was so good at it and this is one of the last of dying breed as ""talkies"" were out in full force by 1931. Chaplin was at his best in silent movies, anyway, and his comedy routines are legendary. He gave me a lot of laughs in this film, as always, and I particularly laughed (I love slapstick) at the boxing scene. Kudos, too, to Harry Myers as the ""eccentric millionaire.""

There's a lot of drama as well as humor in this 86-minute gem as the Tramp tries to aid a blind girl, raising money so she can get an operation to restore her sight.

Comedy, romance, drama (with suffering) all combine to make this an extraordinary piece of entertainment. It's hard to believe this movie was not up for one, single Academy Award.",0.23044126984126984
54. Luces de la ciudad,N/A,Tiempo de ejecución,1931,"Charles Chaplin, Virginia Cherrill, Florence Lee",9,12 ene 2005,"City Lights is simply put one of the best movies out there. Every scene is classic and had a huge impact on the history of film-making. Chaplin's last 'silent' film tells the story of a poor little man the tramp played by Chaplin who falls in love with a blind flower girl. He becomes friends with a wealthy man who constantly tries to commit suicide. The man only recognizes the tramp character when he is drunk. To impress the flower girl the tramp uses the man's wealth to make her fall in love with him. The only problem is that when the man is sober he doesn't recognize the tramp anymore. On top of this the flower girl has to pay 22 dollars of rent or she will be thrown out of her apartment. Now the tramp desperately seeks for jobs in the city to help his love. Out of this simple plot great comedy and heart breaking moments come forth.

The outcome of the movie is to almost all people known. It is regarded as one of the best endings ever taped on film. The movie itself still is masterpiece more than 70 years after it's release. I personally rate this as Chaplin's second best I have seen so far. My favorite remains The Gold Rush. Still this movie gets 5/5 stars from me.",0.1992816091954023
54. Luces de la ciudad,N/A,Tiempo de ejecución,1931,"Charles Chaplin, Virginia Cherrill, Florence Lee",10,11 sep 2004,"If there is one Charlie Chaplin film to recommend, as others have pointed to in the past, City Lights is the one. Though Chaplin played his Tramp character superbly in other movies, like Modern Times and The Gold Rush, City Lights displays the Tramp at his funniest, his bravest, his most romantic, and his most sympathetic. It's tough for filmmakers in recent days to bring the audience so close emotionally with the characters, but it's pulled off.

The film centers on three characters- the Tramp, the quintessential, funny homeless man who blends into the crowd, but gets caught in predicaments. He helps a drunken businessman (Myers, a fine performance in his own right) from suicide, and becomes his on and off again friend (that is, when it suits him and doesn't notice his 'friend's' state). The other person in the Tramp's life is the Blind Flower Girl (Virginia Cherrill, one of the most absorbing, beautiful, and key female performances in silent film), who are quite fond of each other despite the lack of total perception. The emotional centerpiece comes in obtaining rent and eye surgery money, which leads to a (how else can I put it) magical boxing match where it's basically a 180 from the brutality and viscerality of a match in say Raging Bull.

Though there is no dialog, the film achieves a timelessness- it's essentially a tale of two loners who find each other, lose each other, and find each other again (the last scene, widely discussed by critics for decades, is moving if not tear-inducing). And it's never, ever boring- once you get along with the Tramp, you find the little things about him, the reaction shots, the little things he does after the usual big gag (look to the ballroom scene for examples of this, or when he gets a bottle of wine poured down his pants without the other guy noticing). Truth be told, if this film makes you indifferent, never watch Chaplin again. But if you give yourself to the film, you may find it's one of the most charming from the era, or perhaps any era.",0.06360820751064654
54. Luces de la ciudad,N/A,Tiempo de ejecución,1931,"Charles Chaplin, Virginia Cherrill, Florence Lee",10,15 dic 2005,N/A,0.0
54. Luces de la ciudad,N/A,Tiempo de ejecución,1931,"Charles Chaplin, Virginia Cherrill, Florence Lee",N/A,5 dic 2004,"This is my favorite Chaplin film, but I don't want that to diminish his other work, either. MODERN TIMES was an outstanding work of social satire, THE GOLD RUSH was great slapstick, and even the largely-neglected MONSIEUR VERDOUX strikes a certain unforgettable tone. Chaplin didn't make a bad movie, and I'm not even sure that CL is his best, exactly. But it IS my favorite, if only for the ending.

That ending has been the subject of much comment here. I think it's a masterpiece in a single scene. Chaplin's little tramp has never seemed less like a character and more like a living, breathing human being. It's a monument to understated sentimentality.

To me, the rest of the film exists largely to set the context for that one magnificent piece of celluloid. Yes, the boxing scene is great, and the scene where he rescues the millionaire is also wonderful, but it's that ending that makes us all love this movie.",0.31133241758241764
54. Luces de la ciudad,N/A,Tiempo de ejecución,1931,"Charles Chaplin, Virginia Cherrill, Florence Lee",10,21 dic 2000,"Chaplin takes himself a little more seriously in City Lights, and the results are spectacular. The musical score which Chaplin composed for the film was one of the many highlights, and even though Charlie's performance is much more dramatic than usual in some scenes, the hilarious comedy for which he is known and loved is still abundant.

City Lights is so well made that it is one of the very few movies in which the obvious flaws can be gladly overlooked. Yes, you can clearly see the string holding Chaplin up in the sidesplittingly funny boxing scene, but who cares? That is such classic slapstick that little things like that really don't matter. Besides, let's keep in mind that this movie was made seventy years ago.

Chaplin does a phenomenal job in his traditional role of the tramp, and develops a perfectly convincing romantic relationship with the blind flower girl on the sidewalk. His friendship with the drunken rich guy is hilarious, but it also makes a significant comment about the problems of alcohol. This is truly a great film, which should not be forgotten.",0.20049999999999998
54. Luces de la ciudad,N/A,Tiempo de ejecución,1931,"Charles Chaplin, Virginia Cherrill, Florence Lee",10,14 feb 2003,"CITY LIGHTS (United Artists, 1931), written, directed and starring Charlie Chaplin (1889- l977), is a silent comedy-drama released at the height of the sound era. Distributing a movie in the silent film tradition at the time when silents were considered a fad, Chaplin gambled with this production, and made it pay off. Although Chaplin hails THE GOLD RUSH (1925) as the one movie he would most want to be remembered, CITY LIGHTS nearly dims out his GOLD RUSH and at the same time, practically places his other silent masterpiece, THE CIRCUS (1928) to oblivion. CITY LIGHTS has stood the test of time, balancing perfectly a mixture of comedy and drama, but in Chaplin's case, pathos.

Subtitled, ""A comedy romance in pantomime,"" the story opens in the early morning where the mayor is dedicating a statue to the citizens of the city. After the unveiling, the crowd finds a little tramp (Charlie Chaplin) sleeping on the lap of one of the figures. As he tries to climb down, he encounters one problem after another. This opening scene alone is priceless. With such a great beginning, Chaplin adds in more comedic insertions blended into the plot. The theme to CITY LIGHTS is remembered mainly about a tramp's love for a blind girl. However, there is a subplot, involving the tramp's involvement with a millionaire drunk, which, by far, takes up more time than the sentimental love story. These two segments actually set the pattern. First segment, set in the afternoon, finds Charlie walking down the street, examining a nude statue in a shop, being annoyed by some newsboys making fun of his tattered clothing. He encounters a beautiful blonde girl (Virginia Cherrill) selling flowers. After she drops one of her flowers, Charlie notices her feeling about the sidewalk for it, thus, realizing she's blind. Smitten by her beauty, he picks it up and pays her for it. Minutes later, the slamming of a limousine door is heard, with the girl believing the kind gentleman, Charlie, to be a millionaire. Second segment, set at night, finds Charlie encountering a drunk (Harry Myers) trying to commit suicide by drowning himself. Just as Charlie is about to save him, he in turn falls into the river. The drunk, in gratitude for saving his life, takes Charlie under his wing to accompany him to various night clubs until dawn. By morning, the millionaire, now sober, fails to recognize or remember Charlie and orders orders his butler to escort this stranger out of his mansion. This running gag that's repeated in the story might play itself as repetitious, but Chaplin manages to breathe new life and funnier routines through his encounters with the drunk and their all night binges. By day, Charlie looks after the blind girl and worries when she's not at her usual corner selling flowers. Finding that she's ill and being cared by her grandmother (Florence Lee), whose behind with her rent and threatened with eviction, Charlie offers to help by obtaining and losing various jobs, ranging from street-cleaning to fighting in a boxing match. Reading in a newspaper of a European doctor who restores sight for the blind, Charlie gives the girl $1,000 for an operation, the money offered to him by the drunken millionaire, who, after sober, accuses Charlie of robbing him, has his arrested and serving jail time. The climatic finish is truly the best thing Chaplin has ever done and certainly one not to be missed.

Featured in the supporting cast are Henry Bergman, Allan Garcia, Albert Austin, and Hank Mann. While much has been discussed about Chaplin's performance, his co-star, Virginia Cherrill, as the blind girl (no name given), should not go without mention. Even though her future film career consisted of forgettable programmers, and at one time being one of the future wives of film actor, Cary Grant, her performance is excellent by all means. Although it's been said that future film star Jean Harlow (1911-1937) appears as an unbilled extra in the night club sequence, she is visible in a surviving still photograph, but no such scene appears in the finished product.

Unlike THE GOLD RUSH, CITY LIGHTS had limited showings in revival houses in later years, and was never allowed to be distributed to television. Being first introduced to CITY LIGHTS at New York City's revival movie house, The Regency Theater, formerly located on Broadway and 67th Street, in 1979, the memorable thing about this event are the roars of laughter from its theater packed audience. There was one man, probably a big fan reliving his childhood memories, whose laughter almost drowned out the underscoring of the film. No doubt he was having more fun watching this movie than anyone else. Watching CITY LIGHTS surrounded by an appreciative audience theater is one way to truly appreciate and experience the feel of silent film comedy, and to think back as to how the audience reacted in same back in 1931.

After Chaplin's death in December of 1977, CITY LIGHTS, along with his other silent features, were not only resurrected for a new generation to endure, but became readily available on video cassette at the time of Chaplin's 100th birthday, 1989. In later years, CITY LIGHTS was frequently revived on various cable channels, ranging from Turner Network Television (TNT) in the early 1990s, American Movie Classics up to 2001, and finally Turner Classic Movies. The complete musical soundtrack that accompanies CITY LIGHTS happens to be the original score composed to perfection by Chaplin himself.

Much has been written and said about CITY LIGHTS over the years. To learn more about the making, difficulties and long term preparations to CITY LIGHTS, either watch Kevin Blownlow's 1980 documentary, Hollywood: A Celebration of the American Silent Film, as narrated by James Mason, or Brownlow's other documentaries dedicated entirely to Chaplin's career, including outtakes to CITY LIGHTS as well as scenes involving Virginia Cherrill's temporary replacement, Georgia Hale, Chaplin's co-star in THE GOLD RUSH. (****)",0.07006413725163722
54. Luces de la ciudad,N/A,Tiempo de ejecución,1931,"Charles Chaplin, Virginia Cherrill, Florence Lee",10,13 ago 2015,"If i have to choose which movie have the best ending, it is very easy to choose city lights, it is very very easy. Chaplin was genius, seriously genius.

This is the movie that truly inspire me. After i watch city lights, i just know there is such a movie power that exist in this world that can move and touch me really deep. I never feel such a sharp sensation ever from any hundred movies i watch before. and this movie, pierce me through the heart within silent. only gesture, eye- contact, and camera-works with no dialogue.

sometimes i try to analyze deeply, why this movie have such a magnificent power. i think the reason is the connection between scenes. if we ask ourself what makes a good ending ? maybe the answer is how good you make the scene before the ending. how good you correlate the prologue and epilogue and also between them. how you fill the mid-duration of a movie. if the director took a right decision, a movie will not have any wasted scenes. its only genius film-maker can do and chaplin is one of them.

silent movie such as city light is a hard-kind of movie to made. it needs next level of acting skill from the actors and actresses because there are no dialogue in it. and most of the duration, this movie is flawless in casting. and the ending scene were unbelievable and unpredictable. maximum genuine art-beauty of silent movie.

i recommend everybody to watch this movie at least once. this movie is special. it definitely will pierce you.",0.20589466089466094
54. Luces de la ciudad,N/A,Tiempo de ejecución,1931,"Charles Chaplin, Virginia Cherrill, Florence Lee",8,9 oct 2020,"A good deal of silent black and white cinema is a chore to endure but the cream of that era still manages to rise to the top and compete, in its own unique and original way, with the cinema that followed over the decades up to and including today. A significant number of those films were written and performed by Charlie Chaplin and, if you watched nothing other than the films he made from that period, including this, your appreciation of his genius and talent would flower and grow, your vision of sincerity and generosity restore and your enchantment of the simpler and more genuine things in life embellish.",0.29444444444444445
55. Apocalipsis,N/A,Tiempo de ejecución,1979,"Martin Sheen, Marlon Brando, Robert Duvall",9,15 dic 2022,"Colonel Kurtz has disappeared within the jungle, with his troupe of fighting fiends ready to rumble, you've been tasked to take him out, but first you have to search and scout, along a river where the residents are disgruntled (to put it mildly). Lots of bloodshed, bullets, ballistics then flow, there's napalm too that conjures up a glow, many lives are lost and taken, in this hell where you're forsaken, but don't ask why - because nobody, really, knows.

Still a spectacular piece of filmmaking that demonstrates on many levels the destruction, physical and mental that armed conflict causes, and yet we perpetually fail to learn from past events.",0.15757575757575754
